koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_model_snr
CONFIRMED,3.42806306,0.082,2.417,1.78E+02,1.21,16.6
CONFIRMED,13.24931848,0.62,4.4859,6.48E+02,2.86,87.8
FALSE POSITIVE,22.4098677,0.869,2.271,6.98E+01,0.73,11.9
FALSE POSITIVE,363.706662,0.9315,8.553,1.62E+03,5.26,43.7
CANDIDATE,9.391039263,0.964,2.8386,2.90E+03,11.73,141
CONFIRMED,18.00932214,0.55,4.9611,3.00E+03,4.96,245.2
CONFIRMED,22.18431824,0.032,3.0397,1.59E+03,3.18,87.6
CANDIDATE,77.4794704,0.019,10.1151,1.24E+03,10.33,72.6
FALSE POSITIVE,0.80489537,,0.92,,,
FALSE POSITIVE,276.3236015,0.706,9.8964,8.13E+01,1.21,4.6
CONFIRMED,5.28691996,0.705,2.579,4.15E+01,0.51,15.8
CONFIRMED,6.51003001,0.023,3.3095,6.03E+02,2.78,48.1
CONFIRMED,35.18105723,0.772,7.545,9.88E+02,4.17,63.1
FALSE POSITIVE,11.75560012,1.228,4.7,6.49E+02,22.39,46.3
FALSE POSITIVE,17.79421914,1.242,4.1918,1.55E+03,25.27,111.5
FALSE POSITIVE,6.12601169,0.422,1.733,4.02E+01,0.83,7
CONFIRMED,29.02235217,0.902,4.0263,6.38E+02,2.55,41.4
CONFIRMED,3.383540239,0.63,1.403,2.56E+02,1.65,36.2
CONFIRMED,2.358952404,0.385,1.593,9.41E+01,0.96,17.3
CONFIRMED,20.72904234,0.559,2.8066,5.62E+02,1.94,31.6
CONFIRMED,1.632916419,0.136,1.5599,2.09E+02,1.13,31
CANDIDATE,11.1438086,0.629,7.905,4.17E+01,0.75,10.9
FALSE POSITIVE,7.216951388,1.283,1.89082,4.28E+03,41.57,312.2
FALSE POSITIVE,15.85238672,1.262,5.179,9.29E+02,32.21,36.5
CONFIRMED,4.147021189,0.255,2.8997,3.68E+03,7.31,421.2
CONFIRMED,15.22895514,0.777,2.5967,1.12E+03,3,63.8
CONFIRMED,24.67458244,0.817,3.2648,6.51E+02,2.33,31.9
CANDIDATE,32.526674,0.472,6.842,2.05E+02,1.26,9.7
CANDIDATE,10.32906563,0.923,1.44,2.31E+03,6.17,114.8
CONFIRMED,3.750832927,0.001,1.9457,2.40E+03,4.61,212.5
CONFIRMED,21.34736612,0.885,4.184,6.31E+02,3.2,53.1
CONFIRMED,7.81100952,0.816,3.231,1.27E+02,1.36,15.8
CONFIRMED,4.243748097,0.032,3.3603,1.41E+03,3.16,139.8
FALSE POSITIVE,2.404483552,1,0.2961,8.00E-01,0.48,0
FALSE POSITIVE,13.54204116,0.722,3.334,3.39E+02,2.01,26.4
CONFIRMED,2.752359689,0.436,2.0722,7.92E+02,2.54,115.7
CONFIRMED,13.98177862,0.444,2.958,1.02E+03,2.09,95.6
CONFIRMED,44.0003975,0.032,5.1115,6.00E+02,1.56,43.3
CONFIRMED,247.354914,0.044,8.677,1.29E+03,2.29,49
FALSE POSITIVE,462.12069,0.002,10.42,6.34E+02,2.46,9.9
FALSE POSITIVE,12.39894005,0.975,4.262,7.03E+02,4.06,50.7
CONFIRMED,207.5829306,0.84,7.0686,5.05E+02,4.52,70
CONFIRMED,7.26731094,0.043,2.2691,6.59E+02,1.14,47.8
CONFIRMED,13.3430025,0.517,2.7399,8.00E+02,1.29,47.1
CONFIRMED,3.886795001,0.119,1.7574,4.71E+02,0.97,41.8
CONFIRMED,22.40777833,0.147,3.2881,6.61E+02,1.15,33.9
FALSE POSITIVE,20.35509657,0.503,5.33265,2.51E+04,17.53,1703.2
FALSE POSITIVE,5.92240377,0.949,3.691,4.13E+02,2.77,44.4
CANDIDATE,166.7876551,0.041,5.8676,4.76E+03,7.03,183.8
CONFIRMED,77.6114427,0.094,7.1786,8.15E+02,2.59,100.5
CONFIRMED,18.20795835,0.64,3.7965,1.60E+03,3.08,157.3
CANDIDATE,49.537365,0.435,9.862,2.02E+02,1.48,10.1
CANDIDATE,12.70636123,0.793,2.395,8.72E+02,2.75,54
CONFIRMED,10.94577783,0.819,3.0937,5.33E+02,2.84,52.5
CONFIRMED,28.9869016,0.842,3.6233,4.72E+02,2.7,31.5
CANDIDATE,94.886902,0.982,6.923,6.42E+02,4.24,25.5
CONFIRMED,5.03505665,0.911,1.804,1.52E+02,1.63,16.6
FALSE POSITIVE,24.7222403,0.106,4.53,2.90E+02,1.31,9.3
CONFIRMED,11.90352088,0.421,4.297,6.33E+02,2.56,47.2
CONFIRMED,9.286964466,0.004,3.3649,6.92E+02,2.1,251.9
CONFIRMED,34.0350605,0.474,6.695,7.28E+02,2.76,41.3
CONFIRMED,12.75934489,0.657,3.5889,8.82E+02,2.58,70.4
CONFIRMED,5.433132902,0.72,2.4012,3.28E+02,1.61,33.1
FALSE POSITIVE,0.967427812,1.248,5.8883,9.13E+03,29.01,323.4
CONFIRMED,10.64021008,0.77,5.4381,4.55E+02,2.87,58.6
CONFIRMED,4.93883135,0.633,4.388,1.24E+02,1.44,21.3
CONFIRMED,5.996533443,0.51,3.3129,7.11E+02,2.96,70.5
CONFIRMED,2.06190864,0.537,1.9743,2.14E+02,1.63,27.9
CONFIRMED,20.13490007,0.798,3.7962,1.04E+03,2.98,64.7
CANDIDATE,24.0721647,0.949,3.171,1.77E+02,1.1,6.7
CONFIRMED,88.2553729,0.886,4.539,1.13E+03,2.96,54.2
CANDIDATE,19.19310355,0.98,2.5425,6.81E+03,12.23,258.5
FALSE POSITIVE,22.41831984,0.8,5.349,1.19E+04,9.94,944.4
FALSE POSITIVE,20.13147772,1.279,3.2806,8.24E+03,39.89,427.5
CONFIRMED,6.010383339,0.436,2.1939,2.65E+03,3.8,276.1
CANDIDATE,80.881757,0.335,12.568,1.43E+02,2.27,12.2
FALSE POSITIVE,1.334101467,0.153,2.1033,1.21E+02,1.74,43
CANDIDATE,9.250572762,1.234,3.6373,1.04E+03,96.08,351.4
CONFIRMED,8.1808949,0.521,2.7546,7.24E+02,2.1,48.7
CONFIRMED,15.31296388,0.607,3.0935,8.65E+02,2.34,45.3
CONFIRMED,18.42794957,0.727,2.9264,7.07E+02,2.24,36
FALSE POSITIVE,8.8249556,0.21,2.976,1.21E+02,1.1,8.6
FALSE POSITIVE,7.30497811,0.932,4.5414,1.09E+04,10.86,69.6
FALSE POSITIVE,5.115750935,1.475,2.5378,1.06E+03,60.74,51.8
FALSE POSITIVE,1.213745575,1.246,5.5835,2.01E+03,21.69,213.7
CANDIDATE,7.189379172,0.908,2.0351,8.13E+03,11.94,288.5
FALSE POSITIVE,1.423799421,0.501,1.4866,2.01E+03,4.69,125.3
CANDIDATE,1.8134378,0.418,7.776,9.74E+01,0.69,19.1
CONFIRMED,14.78767172,0.021,6.1191,7.82E+02,3.46,39.4
CONFIRMED,4.16536757,0.348,3.2935,1.20E+02,1,30.4
CONFIRMED,14.48584765,0.93,3.1365,4.57E+02,2.88,52.2
CONFIRMED,40.6992062,0.854,7.074,4.30E+02,3.2,38.5
FALSE POSITIVE,4.532402495,0.99,3.12,3.39E+02,3.69,43.1
FALSE POSITIVE,25.273355,1.208,34.48,4.96E+02,24.74,16.9
CONFIRMED,15.45805668,0.05,8.79536,4.25E+03,9.11,1055.9
CANDIDATE,562.1725914,0.7801,9.8841,5.88E+03,10.9,208.4
CANDIDATE,278.1243979,0.871,3.978,2.30E+03,5.86,58.5
CANDIDATE,4.034914368,0.965,1.7874,8.00E+02,6.95,92.6
CONFIRMED,3.173914037,0.819,3.6069,3.03E+02,3.07,76.1
FALSE POSITIVE,379.11996,0.483,7.22,1.11E+03,2.74,9.2
CANDIDATE,52.51354873,0.679,3.2743,1.43E+04,12.43,825
CANDIDATE,4.17838675,0.617,2.123,3.16E+02,3.13,15.1
CONFIRMED,9.84824649,0.55,5.7471,4.37E+02,2.68,25.3
CONFIRMED,19.7243672,0.898,7.202,5.78E+02,3.57,26
CONFIRMED,51.75530504,0.638,7.4355,6.09E+02,2.61,116.9
CANDIDATE,16.2982201,0.698,2.558,1.99E+02,0.78,7.9
CONFIRMED,7.38443269,0.594,5.7351,3.50E+02,2.42,23.7
FALSE POSITIVE,7.06115081,2.824,3.547,1.53E+03,171.85,60.4
CANDIDATE,2190.701035,0.2597,19.891,1.87E+03,3.12,94.8
CONFIRMED,7.23858162,0.147,3.1199,2.68E+02,1.34,41.6
CONFIRMED,161.4746786,0.746,10.572,8.28E+02,3.25,47.8
FALSE POSITIVE,6.277827312,0.95,8.6841,1.86E+03,4.87,191.3
CANDIDATE,16.71987303,0.437,3.317,5.23E+02,2.52,19.2
FALSE POSITIVE,12.01166109,1.024,3.77516,1.43E+04,55.2,1898.4
CONFIRMED,3.275821982,0.746,3.0427,2.75E+02,3.54,64.4
CONFIRMED,15.87360981,0.395,3.5246,4.16E+02,1.53,38.4
CANDIDATE,12.3860474,0.538,2.604,1.51E+02,1.11,9.1
FALSE POSITIVE,1.360834768,1.008,1.4886,1.57E+03,7.24,169.8
CONFIRMED,7.256962446,0.676,4.9402,4.63E+02,3.53,168.3
CONFIRMED,29.66631669,0.019,8.412,6.68E+02,2.83,95.3
CONFIRMED,16.2254975,0.273,6.471,1.20E+02,1.21,20.3
CONFIRMED,1.260258822,0.791,1.8594,1.13E+03,3.57,128.2
CANDIDATE,3.29534567,0.729,1.902,1.42E+02,1.23,10.4
FALSE POSITIVE,0.542122617,0.108,1.283,8.83E+01,0.94,16.3
CANDIDATE,5.25449393,0.837,3.078,1.69E+02,1.41,12.6
CONFIRMED,5.924993927,0.848,2.8874,1.61E+03,3.15,68.5
CONFIRMED,11.34934848,0.398,3.1101,1.25E+03,2.39,41.7
FALSE POSITIVE,26.94927489,0.438,10.6977,2.00E+04,7.37,415.7
CONFIRMED,23.6421965,0.022,5.018,1.10E+03,2.9,97.2
CONFIRMED,67.0930642,0.822,7.334,1.25E+03,3.51,73.7
CONFIRMED,17.97979816,0.069,5.5828,4.59E+02,2.89,43.9
CONFIRMED,30.99664113,0.791,2.9182,6.55E+02,2.43,59.9
CONFIRMED,2.462344253,0.051,1.8113,1.80E+02,1.33,42.1
CONFIRMED,4.822969318,0.891,0.8752,3.32E+02,2.22,36
CANDIDATE,6.0799457,0.097,2.706,5.51E+01,0.86,7.3
CONFIRMED,28.7796446,0.886,8.349,2.53E+02,1.95,36.5
CONFIRMED,15.66057688,0.244,7.012,3.84E+02,2.05,67.5
CONFIRMED,17.42115972,0.651,4.9974,9.28E+02,3.11,114.3
CONFIRMED,3.13295351,0.135,2.2207,4.35E+02,1.39,23.9
CONFIRMED,18.64349986,0.774,1.8491,8.13E+02,2.14,16.1
FALSE POSITIVE,93.803766,0.63,2.946,4.60E+02,2.05,8.6
CONFIRMED,24.5434566,0.042,7.2518,1.15E+03,3.08,64.5
CONFIRMED,51.07926451,0.017,6.3729,7.37E+02,2.75,126.8
CANDIDATE,70.2780911,0.07,2.466,7.82E+02,2.54,14.9
CANDIDATE,9.9664004,0.966,5.0127,1.62E+03,16.89,125.9
CANDIDATE,14.85185526,0.815,3.5263,1.34E+03,2.73,58.3
FALSE POSITIVE,4.350413063,0.549,1.7694,1.93E+02,1.26,37.8
FALSE POSITIVE,1.376384817,0.558,1.745,3.66E+02,1.47,47.8
FALSE POSITIVE,45.97786182,0.367,7.4493,2.39E+04,17.09,1283.6
CONFIRMED,29.90721859,0.022,4.8475,5.88E+02,2.16,79.8
FALSE POSITIVE,7.03380109,0.861,6.4185,1.39E+02,2.61,46.7
CANDIDATE,56.391062,0.92,5.7,2.04E+03,3.58,11.4
CONFIRMED,3.032147946,0.836,3.8627,4.89E+02,3.62,103.1
CONFIRMED,15.96532718,0.674,4.5837,4.82E+02,3.33,144.2
FALSE POSITIVE,12.71871149,1.588,2.48998,8.38E+03,120.02,550.2
CANDIDATE,22.34213536,0.973,6.461,2.26E+03,5.19,51.9
CONFIRMED,18.79418506,0.356,3.2906,1.53E+03,2.33,40.2
CONFIRMED,6.73893544,0.043,2.813,6.01E+02,1.44,24.2
FALSE POSITIVE,14.49839316,0.91,3.7343,3.27E+03,5.16,125.6
CONFIRMED,10.3392408,0.15,3.075,1.18E+03,2.98,51.4
CONFIRMED,8.50339249,0.825,2.9569,1.89E+02,1.95,28.5
CANDIDATE,23.7832097,0.01,7.939,2.57E+02,2.01,38.3
FALSE POSITIVE,3.041547148,1.233,3.22798,2.07E+04,60.05,1670.6
CONFIRMED,5.16949729,0.235,4.5122,2.11E+02,2.06,66.2
CANDIDATE,10.47490332,0.972,33.7939,1.17E+03,15.45,150.5
FALSE POSITIVE,5.41460536,1.29,33.787,4.08E+03,116.93,294.4
CONFIRMED,30.86436512,0.851,2.9557,5.51E+02,2.23,51.8
CONFIRMED,9.36059705,0.802,3.2069,2.37E+02,1.42,42
CONFIRMED,14.6672293,0.596,3.742,1.98E+02,1.21,30.5
CONFIRMED,68.1609897,0.459,5.662,2.96E+02,1.45,25
CONFIRMED,13.28689997,0.017,3.2825,1.04E+03,2.78,41.3
CONFIRMED,1.287076693,0.003,1.4942,7.29E+02,1.39,65.2
CANDIDATE,61.858947,0.621,21.32,7.08E+01,2.47,9.1
CONFIRMED,17.6717714,0.86,3.4202,9.19E+02,2.44,36.2
FALSE POSITIVE,23.35534139,0.842,4.60672,3.85E+04,21.55,1144.3
CONFIRMED,23.44970494,0.193,8.6567,3.16E+02,2.71,67.9
CANDIDATE,1.73513619,0.045,2.2741,9.53E+02,3.27,473.2
CONFIRMED,11.95474513,0.601,2.1433,9.03E+02,5.15,96.3
FALSE POSITIVE,42.55930625,0.927,3.0148,2.30E+03,5.45,60.9
CONFIRMED,16.08065726,0.051,2.8701,3.08E+03,4.43,195.9
CONFIRMED,18.16407304,0.021,2.9355,9.43E+02,1.98,99.7
FALSE POSITIVE,7.334073405,0.559,2.7308,3.27E+02,1.42,2.6
CONFIRMED,5.71489692,0.011,2.3572,4.26E+02,1.33,73
CONFIRMED,122.3858681,0.101,7.123,7.11E+02,1.72,46.3
FALSE POSITIVE,1.274840187,1.198,14.833,2.29E+02,66.76,79.3
CONFIRMED,179.609803,0.711,13.755,1.27E+03,5.47,184.6
FALSE POSITIVE,1.368617188,0.464,1.6235,1.27E+02,1.84,44.4
FALSE POSITIVE,1.125963085,0.596,1.5034,1.46E+02,1.41,43.1
CONFIRMED,8.59481851,0.617,3.254,3.37E+02,1.75,37.5
CONFIRMED,10.22215697,0.911,1.1939,2.38E+02,1.72,13.6
CONFIRMED,25.6721559,0.867,5.9629,3.87E+02,2.68,78.4
CONFIRMED,151.8851881,0.788,12.091,3.61E+02,2.47,46.3
FALSE POSITIVE,1.065731229,1.277,1.7499,3.64E+03,384.26,109.2
CANDIDATE,18.39629744,0.872,2.7838,6.80E+02,2.47,58.4
FALSE POSITIVE,1.012672041,0.957,3.0512,1.20E+03,5.89,237.4
FALSE POSITIVE,28.71421614,0.919,6.0624,4.37E+04,42.19,1230.7
CONFIRMED,21.77568158,0.025,7.9588,7.98E+02,4.76,117.3
CONFIRMED,41.0283424,0.011,9.8052,5.41E+02,3.92,66.5
FALSE POSITIVE,0.83442282,0.163,1.873,5.09E+01,0.64,8.8
FALSE POSITIVE,1.906633332,0.98,3.0825,2.68E+02,2.72,83.3
CONFIRMED,4.069425638,0.102,2.0396,5.49E+02,1.53,68
CANDIDATE,4.06844957,0.55,2.8349,7.98E+01,0.98,29.3
CONFIRMED,16.28247625,0.382,2.9227,7.93E+02,1.88,60
CONFIRMED,3.162692075,0.716,1.9529,5.04E+02,2.61,75.4
CONFIRMED,31.7848157,0.015,8.8077,4.45E+02,3.55,57.6
CONFIRMED,13.17555999,0.013,6.6677,2.80E+02,2.82,48.8
CONFIRMED,5.66815821,0.177,4.9064,1.20E+02,1.85,27.3
CONFIRMED,17.40665216,0.022,6.864,5.87E+02,2.95,85.7
CANDIDATE,3.07365139,0.034,2.102,9.05E+01,0.79,9.6
FALSE POSITIVE,6.41496453,1.187,3.9015,2.01E+02,25.79,53.1
CONFIRMED,5.370639542,0.667,2.1121,4.91E+02,2.54,58.8
CONFIRMED,11.32977062,0.036,3.845,1.62E+02,1.37,18.5
CONFIRMED,23.20579353,0.059,4.3243,3.43E+02,5.86,46.9
CONFIRMED,6.07972016,0.471,7.1228,2.91E+02,2.32,77.9
CANDIDATE,275.07365,0.595,3.37,2.29E+02,1.86,7.5
CONFIRMED,14.40090414,0.872,4.1682,3.80E+02,2.71,41.1
CONFIRMED,7.69363627,0.366,5.0324,2.95E+02,2.12,55.1
CONFIRMED,21.3851584,0.518,4.0819,6.64E+02,2.17,67.3
CONFIRMED,5.37493289,0.228,3.9567,1.56E+02,2.12,49
CONFIRMED,8.58600968,0.728,3.3443,1.02E+02,1.84,23.2
CANDIDATE,4.50158249,0.016,1.855,1.76E+02,0.73,9.7
CONFIRMED,3.88688862,0.035,3.683,5.83E+01,1.29,20.8
FALSE POSITIVE,2.192009479,1.248,2.9453,1.48E+03,35.9,131.2
FALSE POSITIVE,8.254912972,0.532,6.8822,1.92E+04,11.86,438.2
CONFIRMED,2.628117322,0.612,1.8289,9.37E+02,1.77,98.1
CANDIDATE,5.06546874,0.477,2.203,1.21E+02,0.62,10.4
FALSE POSITIVE,3.170626881,0.847,2.7189,1.46E+04,14.37,113.2
CANDIDATE,5.89399142,0.867,1.2737,1.10E+04,11.16,252.5
CONFIRMED,25.6613816,0.864,4.459,1.67E+02,1.78,14.6
CONFIRMED,10.21418792,0.016,5.8201,3.04E+02,2.29,78.6
CONFIRMED,2.755637216,0.717,1.8559,5.37E+02,1.37,99.8
FALSE POSITIVE,36.2671673,0.214,2.065,6.27E+02,1.5,10
CANDIDATE,14.91095177,0.014,3.325,8.65E+02,2.62,116.9
CONFIRMED,20.30652862,0.714,2.8014,7.15E+02,1.58,60.8
CONFIRMED,44.6996563,0.472,6.2289,8.38E+02,3.05,71.3
CONFIRMED,3.619309734,0.116,3.0504,2.07E+02,1.47,47.4
CONFIRMED,124.5245224,0.004,9.654,6.90E+02,2.69,47.5
CANDIDATE,7.6720844,0.523,3.451,7.51E+01,0.72,8.4
FALSE POSITIVE,2.178150857,0.58,1.931,1.63E+02,1.11,37.4
FALSE POSITIVE,2.178150567,1.228,3.5065,5.11E+02,34.19,131.4
FALSE POSITIVE,25.33709016,0.824,9.664,2.28E+03,3.47,120.3
FALSE POSITIVE,4.396999852,0.987,1.875,4.58E+03,13.57,63.3
CONFIRMED,14.28228147,0.019,2.6588,9.83E+02,1.82,44.7
CANDIDATE,3.251659087,0.938,1.5286,4.75E+03,9.83,466.2
FALSE POSITIVE,1.16015259,0.748,1.3433,1.70E+02,1.4,48.4
CONFIRMED,3.743166733,0.008,3.6888,1.26E+02,1.5,47.2
CONFIRMED,13.13747785,0.8,4.8655,2.13E+02,1.85,43.1
CONFIRMED,7.78199862,0.816,3.947,1.07E+02,1.32,25.6
FALSE POSITIVE,2.2227289,0.254,2.617,2.79E+02,34.14,10.5
CONFIRMED,23.4433748,0.924,5.768,8.50E+01,1.29,14.1
CONFIRMED,5.868066282,0.801,4.1246,4.37E+02,3.6,97.6
CONFIRMED,1.61189046,0.782,3.0792,1.01E+02,1.72,38
CONFIRMED,9.940666412,0.02,3.9092,5.20E+02,2.87,161.4
CONFIRMED,4.182001885,0.015,2.2209,8.47E+02,2.46,160.3
CANDIDATE,66.47762,0.384,4.487,5.54E+02,1.83,9.1
FALSE POSITIVE,1.621668852,1.194,1.7517,7.66E+03,32.76,67.8
CANDIDATE,26.89316101,0.98,2.3266,2.19E+03,6.78,119.6
CONFIRMED,14.70749512,0.127,3.1506,2.62E+02,2.04,36.3
CONFIRMED,20.73989406,0.777,3.1505,6.16E+02,2.11,44.2
CONFIRMED,47.4277116,0.678,5.2679,8.20E+02,2.33,49.9
FALSE POSITIVE,5.07442951,0.53,4.064,2.50E+02,1.38,26.7
CONFIRMED,12.87471243,0.932,2.2491,3.86E+03,11.26,218.5
FALSE POSITIVE,176.2432946,1.271,5.0423,4.98E+03,48.15,86.6
CONFIRMED,3.07155284,0.855,4.0935,8.60E+01,1.65,27.2
CONFIRMED,22.24814617,0.868,4.1483,6.14E+02,2.72,74.2
CANDIDATE,0.702739679,0.742,1.379,6.51E+01,0.73,9.5
FALSE POSITIVE,4.305219002,0.626,2.6845,9.74E+03,10.34,205.8
FALSE POSITIVE,13.77971135,0.201,7.63871,2.55E+04,47.58,2013.6
CONFIRMED,2.508057497,0.742,1.1134,1.51E+03,3.25,312.7
FALSE POSITIVE,5.07437786,1.21,5.942,6.06E+02,23.71,86.6
CONFIRMED,0.900375925,0.093,1.257,4.14E+01,0.82,14.6
CONFIRMED,4.585466941,0.823,3.4437,3.84E+02,3.29,84.8
CONFIRMED,22.71443351,0.816,6.0875,5.75E+02,4.01,74.4
CONFIRMED,47.903427,0.918,6.191,3.79E+02,3.55,34.1
CONFIRMED,9.034190783,0.846,1.5501,5.78E+02,1.8,82.1
FALSE POSITIVE,1.433339604,0.902,1.3665,3.05E+02,2.08,39.6
FALSE POSITIVE,37.86511904,1.28,2.9799,6.94E+03,40.36,222.3
CONFIRMED,9.07098164,0.013,2.6903,1.03E+03,2.94,59.1
FALSE POSITIVE,2.879243323,0.709,2.6273,4.81E+04,21.02,200.5
CONFIRMED,45.15535633,0.063,5.7845,6.21E+03,7.65,285.1
CONFIRMED,9.48965527,0.795,3.587,2.62E+02,2.16,42.5
CONFIRMED,4.22865217,0.009,3.3275,1.50E+02,1.83,41.5
FALSE POSITIVE,2.85889907,0.936,1.465,5.57E+01,0.73,6.9
CONFIRMED,7.46662068,0.255,3.87,1.21E+02,1.65,27.4
CONFIRMED,16.25951967,0.374,3.854,1.30E+02,1.72,19.6
CONFIRMED,11.1317901,0.342,4.051,9.55E+01,1.47,18.2
CONFIRMED,28.1224393,0.516,4.174,1.94E+02,0.9,26.9
CONFIRMED,11.42755098,0.608,4.6074,5.01E+02,2.35,165.5
FALSE POSITIVE,0.983304511,0.477,1.78,7.99E+01,1.1,10.1
CONFIRMED,45.9029768,0.303,5.0041,3.62E+02,1.18,42.9
CONFIRMED,4.159816554,0.676,1.6261,1.60E+02,0.86,35.6
CONFIRMED,5.69059163,0.573,2.557,1.38E+03,3.1,45.5
CONFIRMED,4.885488596,0.361,5.16165,7.46E+03,16.66,2590.1
CONFIRMED,130.1780296,0.022,8.4534,1.16E+04,10.44,365.2
CONFIRMED,85.3162004,0.972,2.7441,1.90E+03,6.34,32.6
CANDIDATE,17.76199841,0.907,2.4644,2.42E+04,14.25,731.7
CANDIDATE,155.042265,0.824,9.848,4.88E+03,26.44,117.9
CONFIRMED,10.34973276,0.905,4.4859,1.19E+02,1.44,44.5
CONFIRMED,16.08786246,0.824,3.095,6.13E+02,2.56,63.7
CANDIDATE,25.0032023,0.756,5.498,6.41E+01,1.47,12.6
CONFIRMED,41.74938613,0.226,5.6098,1.06E+03,2.94,95
FALSE POSITIVE,0.56680081,0.004,3.6116,1.28E+02,1.02,71.5
CONFIRMED,4.41746257,0.085,2.965,2.91E+02,3.95,22.6
CONFIRMED,8.981014925,0.097,1.8478,1.06E+03,3.14,198.3
CONFIRMED,16.33888067,0.256,9.3599,1.72E+03,10.47,201.9
FALSE POSITIVE,39.1307086,0.013,2.295,2.01E+02,1.54,7.4
CONFIRMED,10.04157214,0.768,2.6577,1.11E+03,2.97,28.1
CONFIRMED,18.36974658,0.947,2.939,1.14E+03,3.58,20.1
CONFIRMED,2.79590004,0.638,2.056,3.84E+02,1.66,16.3
CONFIRMED,13.72462702,0.748,6.9758,2.82E+02,2.13,50.1
CONFIRMED,46.40626,0.018,7.0281,4.69E+02,2.66,51.2
CANDIDATE,80.84069,0.003,8.567,9.33E+03,15.11,21.6
CONFIRMED,15.67750191,0.911,5.5082,1.16E+02,1.42,39.6
CONFIRMED,5.59931543,0.914,3.8944,8.48E+01,1.22,41.4
CONFIRMED,25.2100146,0.771,6.553,6.21E+01,0.95,18.8
CONFIRMED,17.79001678,0.182,4.4116,8.71E+02,2.7,67.2
CONFIRMED,49.5674085,0.866,4.002,7.30E+02,2.91,31.2
CONFIRMED,6.790120801,0.486,6.0437,2.30E+03,9.86,526.1
FALSE POSITIVE,1.655467295,0.001,3.2424,1.06E+03,2.17,98.7
CONFIRMED,7.972510087,0.739,2.9754,3.14E+03,3.22,206.7
CONFIRMED,2.453236139,0.496,1.6691,1.72E+03,2.26,158
FALSE POSITIVE,11.9710626,0.999,2.7607,4.22E+02,5.84,42.6
CONFIRMED,6.0404622,0.508,1.98,2.41E+02,1.3,14.9
CONFIRMED,4.13852825,0.185,2.281,2.57E+02,1.3,20.5
CONFIRMED,3.936993144,0.801,1.887,1.27E+03,3.36,59.3
CONFIRMED,28.08185982,0.425,4.5288,1.84E+03,3.63,50.8
CONFIRMED,23.66834635,0.758,5.8297,4.49E+02,2.32,112.8
CONFIRMED,10.08881066,0.921,1.7726,2.00E+03,4.71,51.4
CANDIDATE,60.458443,0.451,8.43,1.75E+02,1.59,9.7
FALSE POSITIVE,6.97106919,0.044,3.9125,4.53E+02,2.07,41.7
CONFIRMED,1.311842968,0.121,1.7876,2.45E+02,1.43,44.2
FALSE POSITIVE,38.13853099,1.231,3.8617,1.23E+03,68.75,58.9
CONFIRMED,14.58649856,0.665,4.0249,3.79E+02,2.45,53
CANDIDATE,8.0292018,0.51,3.462,6.56E+01,0.99,11.7
FALSE POSITIVE,1.05569286,0.131,1.289,3.75E+01,0.45,7.1
CONFIRMED,7.75192755,0.546,3.5413,4.07E+02,1.89,77.3
CONFIRMED,31.80475991,0.87,8.699,3.61E+02,2.99,73.4
CONFIRMED,16.2580276,0.131,6.375,4.70E+01,0.92,11.5
CONFIRMED,8.600153929,0.296,9.0015,4.51E+03,26.52,1208.1
FALSE POSITIVE,3.719809197,1.279,3.5317,2.96E+03,87.21,373.9
FALSE POSITIVE,0.73975345,0.525,4.2,4.82E+02,2.09,86.2
FALSE POSITIVE,1.612249049,1.171,4.235,1.54E+02,50.98,45.4
FALSE POSITIVE,44.25817308,0.815,7.58264,2.05E+04,37.38,1282.3
FALSE POSITIVE,3.05933906,1.259,1.7332,1.17E+03,36,37.7
FALSE POSITIVE,0.624677585,0.522,2.411,3.73E+01,1.28,31
FALSE POSITIVE,0.759763198,0.571,3.083,2.03E+02,1.2,30.8
FALSE POSITIVE,372.37369,0.3052,12.33,6.66E+02,2.68,15.6
CANDIDATE,126.55719,0.965,8.079,3.66E+02,4.59,24.8
FALSE POSITIVE,12.43519054,0.321,3.8305,7.19E+01,0.52,4.8
CONFIRMED,20.0983676,0.02,5.207,1.58E+02,1.58,20.9
FALSE POSITIVE,85.112898,0.033,2.503,5.14E+02,2.21,8
CANDIDATE,2.41750021,0.895,4.33,5.82E+01,1.19,15.2
CANDIDATE,4.03357434,0.855,5.886,6.62E+01,1.23,15.5
FALSE POSITIVE,0.504426087,1.321,1.6276,6.15E+02,33.96,81.7
CANDIDATE,7.66462913,0.216,3.614,1.14E+02,1.6,13.2
CANDIDATE,9.6887216,0.118,2,6.56E+02,3.09,18.1
CONFIRMED,19.597317,0.87,4.508,1.01E+03,3.78,23.7
CANDIDATE,13.06243545,0.128,3.244,4.64E+02,1.36,21.4
FALSE POSITIVE,0.793663156,0.4,0.8244,1.86E+02,1.14,23.7
FALSE POSITIVE,2.81401302,0.567,5.801,5.57E+01,1.51,33.8
CONFIRMED,3.74031708,0.277,2.394,1.66E+02,1.38,15.6
FALSE POSITIVE,0.851678507,0.418,2.028,6.79E+01,0.85,9.1
FALSE POSITIVE,205.30627,0.1543,7.86,6.71E+02,2.48,6.4
FALSE POSITIVE,0.978046982,1.227,2.6137,8.39E+02,129.67,105.2
FALSE POSITIVE,1.332566763,0.474,4.001,3.85E+02,1.49,18.2
